Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:MQDZO4TQM3,Italian Language 4 Honours Paper 1 (S1) - Seminar/01,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.22,16-20 George Square,Monday 16:00,50,0300_00_NG.01,NG.01,Central,High School Yards Teaching Centre,36,Classroom Style,False,50.0,False
E:KKLM12HZ71,Russian Studies 1A (S1) - Read and Write/03,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.01,40 George Square,Thursday 11:00,50,0335_03_3.1,3.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,72.0,False
E:IZKYOKQ8W5,French 1A (S1) - Literature Tutorial/03,20.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Friday 10:00,50,0558_02_2.3,2.3,Holyrood,Charteris Land,52,Classroom Style,True,38.46,False
E:UA8TSRSL5K,Spanish 1A (S1) - Oral Tutorial/02,11.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Tuesday 11:00,50,0450_03_3.63,3.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,137.5,True
E:MZ3DLDUMJ1,Russian Studies 1A (S1) - Grammar Tutorial/01,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.04,7-8 Chambers Street,Tuesday 16:00,50,0113_01_1.434,1.434,Central,"Medical School, Teviot",28,Classroom Style,False,64.29,False
E:YOTZ63WS8W,German 1B (S1) - Text Production/01,14.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Monday 10:00,50,0201_00_G.05,G.05,Central,Appleton Tower,20,Boardroom Style,False,70.0,False
E:7YGEEWAZJQ,Advanced Persian (S1) - Oral Tutorial 2,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Thursday 14:00,50,0113_01_1.425,1.425,Central,"Medical School, Teviot",260,Lecture Theatre,False,3.85,False
E:3727M1ADVD,Shakespeare's Comedies: Identity and Illusion - Seminar/01,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0214_01_1.10,16-20 George Square,Wednesday 09:00,110,0335_03_3.3,3.3,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,37.5,False
E:KO7AROOOYF,Chinese 2 (S1) - Oral Tutorial 2/01,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.39,50 George Square,Friday 16:00,50,0421_E_E.22,E.22,Lauriston,ECA Main Building,218,Lecture Theatre,True,4.59,False
E:96SNHW4BC7,Chinese Language 4a (S1) - Composition Group/02,24.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Monday 12:00,50,0283_01_1.17,1.17,Central,Dugald Stewart Building,26,Classroom Style,False,92.31,False
E:VV2E7RDL55,The Cinema of Alfred Hitchcock - Lecture,40.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.02,16-20 George Square,Wednesday 11:00,50,0422_J_J.03,J.03,Central,"Medical School, Teviot",60,Classroom Style,False,66.67,False
E:TBOL3JNZ1X,"Celtic Civilisation 1A: Barbarians, Saints, and Scholars - Lecture 2",90.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.09,40 George Square Lower Teaching Hub,Tuesday 12:00,50,0113_02_2.27,2.27,Central,"Medical School, Teviot",12,Boardroom Style,False,750.0,True
E:ZNSQJJYGOB,Spanish 1B (S1) - Oral Tutorial/16,10.0,Central,2,"12, 18","[12, 18]",0252_02_2.3,22 Buccleuch Place,Wednesday 11:00,50,0551_01_1.18,1.18,Holyrood,Patersons Land,60,Classroom Style,True,16.67,False
E:EFFYIKXO3U,French 1B (S1) - Oral Tutorial/02,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0283_01_1.01,Dugald Stewart Building,Wednesday 11:00,50,0424_05_5.21,5.21,Lauriston,Evolution House,40,Classroom Style,True,30.0,False
E:WFPV96NW2P,Chinese Oral (S1) - Conversation and Communication Group/05,8.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_01_1.01,16-20 George Square,Monday 16:00,50,0228_01_1.01,1.01,Central,40 George Square,14,Boardroom Style,False,57.14,False
E:7DEO5W6E6K,Kanji: A linguistic and cultural introduction - Seminar,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B15,Forresthill,Monday 11:00,110,0228_13_13.07,13.07,Central,40 George Square,15,Boardroom Style,False,100.0,False
E:AOCHWWJYE6,Oral for French (S1) - Tutorial/02,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.03,50 George Square,Tuesday 14:00,50,0335_01_1.3,1.3,Central,Lister Learning and Teaching Centre,30,Classroom Style,False,40.0,False
E:TMO2CEZR1T,Spanish 1B (S1) - Oral Tutorial/16,10.0,Central,8,"9, 10, 11, 13, 15, 16, 17, 19","[9, 10, 11, 13, 15, 16, 17, 19]",0335_02_2.18,Lister Learning and Teaching Centre,Wednesday 11:00,50,0112_-1_B.01,B.01,Central,Chrystal MacMillan Building,35,Classroom Style,False,28.57,False
E:TA8BP1NF6Z-00002,Russian Studies 1B (S1) - Grammar Class,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B10,Forresthill,Wednesday 14:00,50,0564_03_3.24,3.24,Holyrood,St Leonards Land,40,Classroom Style,True,50.0,False
E:YDF414ZNW6,"Foundation Korean Language 1 (S1), Korean Language Beginner 1 - Class 1/01",30.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_04_4.2,Lister Learning and Teaching Centre,Wednesday 09:00,110,0551_01_1.21,1.21,Holyrood,Patersons Land,40,Classroom Style,True,75.0,False
E:ESJ62ZT2BZ,Chinese 2 (S1) - Reading and Writing/02,20.0,Central,4,"9, 10, 11, 12","[9, 10, 11, 12]",0003_01_1.02,7-8 Chambers Street,Wednesday 11:00,50,0228_11_11.18,11.18,Central,40 George Square,24,Classroom Style,False,83.33,False
E:RI7E2ZYNFJ,Introduction to Gaelic Language and Culture (S1) - Tutorial/01,12.0,Central,4,"11, 13, 15, 17","[11, 13, 15, 17]",0113_01_1.42,"Medical School, Teviot",Friday 10:00,50,0421_E_E.22,E.22,Lauriston,ECA Main Building,218,Lecture Theatre,True,5.5,False
E:IF8H8IIL6D,Russian Language 2B (S1) - Oral Tutorial,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.01,7-8 Chambers Street,Wednesday 10:00,50,0227_00_G.04,G.04,Central,50 George Square,100,Lecture Theatre,False,12.0,False
E:9VCVFH72QJ,Novel and the Collapse of Humanism - Seminar/ 01,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_03_3.03,50 George Square,Tuesday 09:00,110,0227_00_G.02,G.02,Central,50 George Square,36,Classroom Style,False,41.67,False
E:HYD3OF4T3F,Shakespeare's Comedies: Identity and Illusion - Seminar/02,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_03_3.54,50 George Square,Thursday 09:00,110,0551_00_G38,G38,Holyrood,Patersons Land,18,Boardroom Style,True,83.33,False
E:9IOQXGVLIQ,Literatures and Cultures of the Spanish-Speaking World 2 (S1) - Tutorial (Ex 1A),24.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Wednesday 11:00,50,0003_00_G.04,G.04,Central,7-8 Chambers Street,12,Boardroom Style,False,200.0,True
E:EK6BVJ5P5K,Spanish Language 2 (S1) - Oral tutorial/02,11.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.39,50 George Square,Thursday 15:00,50,0335_00_G.13,G.13,Central,Lister Learning and Teaching Centre,48,Classroom Style,False,22.92,False
E:M6CIJ5U6BO,Arabic 2 (S1) - Grammar Practice/02,16.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.54,50 George Square,Tuesday 16:00,50,0113_00_G.13,G.13,Central,"Medical School, Teviot",26,Boardroom Style,False,61.54,False
E:4GEKQ1CN8A,Unwritten Korea: Understanding Korean Society... - Seminar,25.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Thursday 14:00,110,0551_01_1.26,1.26,Holyrood,Patersons Land,60,Classroom Style,True,41.67,False
E:5CQBT23M3R,"Heroes, Wonders, Saints and Sagas - Irish seminar/01",15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Friday 09:00,50,0335_04_4.2,4.2,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,46.88,False
E:9NX3MIYPW2,Turkish 1A/1A for PG (S1) - Seminar 1,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_02_2.07,Appleton Tower,Monday 11:00,50,0227_02_2.29,2.29,Central,50 George Square,15,Boardroom Style,False,120.0,True
E:DDZ3HEZDFA,Simone de Beauvoir: Intellectual of the 20th Century - Seminar,22.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Friday 11:00,110,0219_00_G.02,G.02,Central,21 George Square,24,Classroom Style,False,91.67,False
E:XRKZBFUXKK,Literary Studies 1A - Tutorial/04,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Wednesday 10:00,50,0558_04_4.4,4.4,Holyrood,Charteris Land,32,Classroom Style,True,46.88,False
E:Z4ZBZN6OPQ,French 1B (S1) - Oral Tutorial/07,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.08,24 Buccleuch Place,Monday 14:00,50,0214_01_1.22,1.22,Central,16-20 George Square,12,Boardroom Style,False,100.0,False
E:Q1MNVFEIZ8,Reading Antisemitism in Modern German Literature - Seminar,22.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.01,7-8 Chambers Street,Thursday 09:00,110,0003_01_1.01,1.01,Central,7-8 Chambers Street,23,Classroom Style,False,95.65,False
E:L6JF1S1U6A,Introduction to Islam - Lecture 2,45.0,Central,2,"9, 10","[9, 10]",0227_00_G.04,50 George Square,Wednesday 13:00,50,0201_02_2.06,2.06,Central,Appleton Tower,18,Classroom Style,False,250.0,True
E:GXNIVFCOXF,French 2 Language (S1) - Oral Tutorial/14,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_00_G.04,7-8 Chambers Street,Tuesday 16:00,50,0226_01_1.02,1.02,Central,Business School,50,Specialist Room,False,24.0,False
E:DTU3PFTDW6,French 2 Literature and Culture (S1) - Tutorial/09,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_00_G.01,7-8 Chambers Street,Wednesday 17:00,50,0201_02_2.06,2.06,Central,Appleton Tower,18,Classroom Style,False,111.11,True
E:N2LJXF9U3H,Labhairt B (S1) - Tutorial,10.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Monday 13:00,50,0113_00_G.203,G.203,Central,"Medical School, Teviot",20,Classroom Style,False,50.0,False
E:PXLM45FB33,Spanish 1B (S1) - Oral Tutorial/09,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.30,50 George Square,Monday 15:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,6.67,False
E:LE3OAS5MIK,Literature and Film: The Challenge of Adaptation - Seminar,22.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0001_01_1.273,Old College,Tuesday 14:00,110,0227_02_2.13,2.13,Central,50 George Square,10,Boardroom Style,False,220.0,True
E:SXOY25NTSI,Enlightenment and Romanticism 1688 - 1815 - Seminar/03,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Tuesday 16:00,110,0311_04_4.08,4.08,Central,Geography (Old Infirmary),14,Boardroom Style,False,107.14,True
E:8LVR1UXSGX,Islamic History A: The Formation of the Islamic World - Tutorial/ 04,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Thursday 13:00,50,0001_02_2.345,2.345,Central,Old College,16,Boardroom Style,False,93.75,False
E:H5OVXE5RO2,"Filming the Canon: Adaptation, Authorship, and Alterity - Seminar",20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0219_00_G.02,21 George Square,Monday 16:00,110,0335_03_3.3,3.3,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,50.0,False
E:Z7IFU1Q3WZ,Literary Studies 1A - Tutorial/21,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_-1_B.153,Minto House,Thursday 10:00,50,0551_00_G37,G37,Holyrood,Patersons Land,25,Classroom Style,True,60.0,False
E:NZVI731F4B,"French 2 Language (S1) - Written Language (Grammar, translation and Precis)/10",15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0008_00_G.252,Minto House,Tuesday 11:00,50,0214_00_G.02,G.02,Central,16-20 George Square,40,Classroom Style,False,37.5,False
E:I2BUGNKA2K,Modern Middle Eastern History A: Domestic Transformation and International Challenges - Tutorial/06,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.14,50 George Square,Friday 09:00,50,0113_00_G.152,G.152,Central,"Medical School, Teviot",200,Lecture Theatre,False,7.5,False
E:FDMAVTIHMK,French Hons - Language Paper 2 (S1) - Translation/05,18.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Tuesday 12:00,50,0113_00_G.15,G.15,Central,"Medical School, Teviot",29,Classroom Style,False,62.07,False
E:GO4G383QO6,Literatures and Cultures of the Spanish-Speaking World 2 (S1) - Tutorial/05,14.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.04,24 Buccleuch Place,Friday 11:00,50,0113_01_1.416,1.416,Central,"Medical School, Teviot",40,Classroom Style,False,35.0,False
E:NDMETK91A6,Russian Studies 4 Honours Language Paper 2 (S1) - Seminar,15.0,Central,4,"9, 10, 11, 12","[9, 10, 11, 12]",0228_11_11.18,40 George Square,Monday 11:00,50,0254_01_1.03,1.03,Central,24 Buccleuch Place,16,Boardroom Style,False,93.75,False
E:79K4HIAAQ5,Research Methods in Intermediality 1 - Seminar,40.0,Holyrood,3,"13, 17, 18","[13, 17, 18]",0564_03_3.24,St Leonards Land,Wednesday 11:00,50,0551_-1_LG23,LG23,Holyrood,Patersons Land,10,Boardroom Style,False,400.0,True
E:IQO4WSJF54,Chinese Oral (S1) - Presentation and Discussion Group/01,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.30,50 George Square,Wednesday 14:00,50,0335_05_5.2,5.2,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,31.25,False
E:U6VHW3QFNG,Swedish 1 (S1) - Oral Tutorial 1/01,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.54,50 George Square,Wednesday 09:00,50,0551_-1M_M18,M18,Holyrood,Patersons Land,6,Boardroom Style,True,250.0,True
E:MSYYASWY33,French Hons - Language Paper 1 (S1) - Tutorial/01,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_01_1.01,16-20 George Square,Thursday 10:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.0,False
E:JQZFG49NAU,Italian 1 (S1) - Oral Tutorial/09,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.14,50 George Square,Wednesday 13:00,50,0227_00_G.05,G.05,Central,50 George Square,44,Classroom Style,False,22.73,False
E:5XT86RV6W5-00001,Basque Language for beginners (S1) - Seminar 2,30.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Thursday 13:00,50,0110_02_2.07,2.07,Central,Alison House,12,Boardroom Style,False,250.0,True
E:UNQMWQAPED,Persian 1a - Seminar 4,25.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.04,50 George Square,Thursday 11:00,50,0113_00_G.13,G.13,Central,"Medical School, Teviot",26,Boardroom Style,False,96.15,False
E:86VWKP7EW9,German 1A (S1) - Oral Tutorial/03,13.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0001_02_2.347,Old College,Wednesday 10:00,50,0113_00_G.203,G.203,Central,"Medical School, Teviot",20,Classroom Style,False,65.0,False
E:NIJX7DRDNG,Exhibiting Spanish Cinema - Seminar,22.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Monday 16:00,110,0335_00_G.01,G.01,Central,Lister Learning and Teaching Centre,120,Lecture Theatre,False,18.33,False
E:P5P14PL6OQ,French Hons - Language Paper 2 (S1) - Translation/04,18.0,Central,3,"13, 15, 17","[13, 15, 17]",0228_03_3.01,40 George Square,Tuesday 15:00,50,0591_-1_B1.09,B1.09,Holyrood,Outreach Centre,16,Boardroom Style,True,112.5,True
E:NDX2MS96WH,Scottish Literature 2A - Tutorial/04,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Wednesday 10:00,50,0555_02_2.1,2.1,Holyrood,Thomsons Land,25,Boardroom Style,True,60.0,False
E:4UNL7HJVOM,Theories and Methods of Literary Study I - Seminar/03,20.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0003_00_G.01,7-8 Chambers Street,Thursday 15:00,110,0551_-1_LG23,LG23,Holyrood,Patersons Land,10,Boardroom Style,True,200.0,True
E:4FABN99UKB,Literatures and Cultures of the Spanish-Speaking World 2 (S1) - Tutorial/07,14.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0113_01M_01M.19,"Medical School, Teviot",Thursday 10:00,50,0214_01_1.22,1.22,Central,16-20 George Square,12,Boardroom Style,False,116.67,True
E:MGY54OBT3F,"French 2 Language (S1) - Written Language (Grammar, translation and Precis)/02",15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_01_1.01,40 George Square,Wednesday 14:00,50,0003_00_G.02,G.02,Central,7-8 Chambers Street,24,Classroom Style,False,62.5,False
E:UNP7GZ1KEN,Modern Middle Eastern History A: Domestic Transformation and International Challenges - Tutorial/04,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Thursday 16:00,50,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,125.0,True
E:SAETY7K1Y3,German 2 Language (S1) - Ex-1A Seminar,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_01_1.18,40 George Square,Friday 14:00,50,0112_-1_B.06,B.06,Central,Chrystal MacMillan Building,25,Classroom Style,False,60.0,False
E:HY825KFOA3,Arabic 1a - Seminar group 4/01,25.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.06,50 George Square,Friday 09:00,50,0112_-1_B.01,B.01,Central,Chrystal MacMillan Building,35,Classroom Style,False,71.43,False
E:Z9MPR52826,Oral for French (S1) - Tutorial/14,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.02,16-20 George Square,Wednesday 17:00,50,0201_02_2.07,2.07,Central,Appleton Tower,20,Classroom Style,False,60.0,False
E:U9PKY1UH68,Modern Poetry: 1922-1927 - Seminar,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.39,50 George Square,Thursday 13:00,110,0226_00_GF.14,GF.14,Central,Business School,147,Specialist Room,False,10.2,False
E:DFAACILWOP,Arabic 2 (S1) - Oral Tutorial/ 03,7.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.13,50 George Square,Friday 09:00,50,0558_03_3.4,3.4,Holyrood,Charteris Land,33,Classroom Style,True,21.21,False
E:1VND17QO47,Advanced Persian (S1) -  Seminar 1: Reading and comprehension,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Monday 10:00,50,0228_04_4.18,4.18,Central,40 George Square,25,Classroom Style,False,40.0,False
E:SDG9E74E21,Russian Studies 1A (S1) - Read and Write/01,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_02_2.07,Appleton Tower,Thursday 09:00,50,0553_04_422,422,Holyrood,St Johns Land,25,Boardroom Style,True,72.0,False
E:824ZMBTNFM,Foundation Spanish Language 1 (S1) - Class 1/05,31.0,Central,6,"12, 13, 14, 15, 18, 19","[12, 13, 14, 15, 18, 19]",0335_04_4.2,Lister Learning and Teaching Centre,Tuesday 09:00,110,0551_01_1.18,1.18,Holyrood,Patersons Land,60,Classroom Style,True,51.67,False
E:IDPOBPRLKO,Foundation Spanish Language 1 (S1) - Class 2/05,31.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Friday 16:00,110,0335_03_3.4,3.4,Central,Lister Learning and Teaching Centre,16,Boardroom Style,False,193.75,True
E:GSBILCI74D,Oral for German (S1) - Oral Tutorial - Class/03,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.02,16-20 George Square,Thursday 09:00,50,0450_03_3.63,3.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,125.0,True
E:54L5TNEI1S,Spanish 4Hons: Language Paper 2 - Translation (S1) - Language Tutorial/01,16.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Tuesday 09:00,50,0219_00_G.01,G.01,Central,21 George Square,16,Boardroom Style,False,100.0,False
E:2KI3QEPY4N,Exhibiting Film - Seminar/01,60.0,Central,2,"11, 15","[11, 15]",0208_00_G.8,1 George Square (Neuroscience),Wednesday 10:00,120,0335_03_3.4,3.4,Central,Lister Learning and Teaching Centre,16,Boardroom Style,False,375.0,True
E:XXYJRRW58W,Literary Studies 1A - Tutorial/10,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_02_2.4,Lister Learning and Teaching Centre,Wednesday 12:00,50,0001_01_1.266,1.266,Central,Old College,24,Boardroom Style,False,62.5,False
E:7B1TBNFS41,Introduction to Classical Chinese (S1) - Seminar,32.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Wednesday 14:00,110,0558_03_3.02,3.02,Holyrood,Charteris Land,24,Boardroom Style,True,133.33,True
